"movieId","title","genres","rating","popularity","num_genres","ano","genre"
1,"Toy Story (1995)","Adventure|Animation|Children|Comedy|Fantasy",3.89480173441017,60424,5,1995,"Adventure"
1,"Toy Story (1995)","Adventure|Animation|Children|Comedy|Fantasy",3.89480173441017,60424,5,1995,"Animation"
1,"Toy Story (1995)","Adventure|Animation|Children|Comedy|Fantasy",3.89480173441017,60424,5,1995,"Children"
1,"Toy Story (1995)","Adventure|Animation|Children|Comedy|Fantasy",3.89480173441017,60424,5,1995,"Comedy"
1,"Toy Story (1995)","Adventure|Animation|Children|Comedy|Fantasy",3.89480173441017,60424,5,1995,"Fantasy"
2,"Jumanji (1995)","Adventure|Children|Fantasy",3.22108559498956,23950,3,1995,"Adventure"
2,"Jumanji (1995)","Adventure|Children|Fantasy",3.22108559498956,23950,3,1995,"Children"
2,"Jumanji (1995)","Adventure|Children|Fantasy",3.22108559498956,23950,3,1995,"Fantasy"
3,"Grumpier Old Men (1995)","Comedy|Romance",3.18009432108469,15267,2,1995,"Comedy"
3,"Grumpier Old Men (1995)","Comedy|Romance",3.18009432108469,15267,2,1995,"Romance"
4,"Waiting to Exhale (1995)","Comedy|Drama|Romance",2.87972742759796,2935,3,1995,"Comedy"
4,"Waiting to Exhale (1995)","Comedy|Drama|Romance",2.87972742759796,2935,3,1995,"Drama"
4,"Waiting to Exhale (1995)","Comedy|Drama|Romance",2.87972742759796,2935,3,1995,"Romance"
5,"Father of the Bride Part II (1995)","Comedy",3.08081115850768,14769,1,1995,"Comedy"
6,"Heat (1995)","Action|Crime|Thriller",3.83653593050803,26593,3,1995,"Action"
6,"Heat (1995)","Action|Crime|Thriller",3.83653593050803,26593,3,1995,"Crime"
6,"Heat (1995)","Action|Crime|Thriller",3.83653593050803,26593,3,1995,"Thriller"
7,"Sabrina (1995)","Comedy|Romance",3.37336656338408,14846,2,1995,"Comedy"
7,"Sabrina (1995)","Comedy|Romance",3.37336656338408,14846,2,1995,"Romance"
8,"Tom and Huck (1995)","Adventure|Children",3.13966101694915,1475,2,1995,"Adventure"
8,"Tom and Huck (1995)","Adventure|Children",3.13966101694915,1475,2,1995,"Children"
9,"Sudden Death (1995)","Action",3.01524601524602,4329,1,1995,"Action"
10,"GoldenEye (1995)","Action|Adventure|Thriller",3.43688809516216,31357,3,1995,"Action"
10,"GoldenEye (1995)","Action|Adventure|Thriller",3.43688809516216,31357,3,1995,"Adventure"
10,"GoldenEye (1995)","Action|Adventure|Thriller",3.43688809516216,31357,3,1995,"Thriller"
11,"American President, The (1995)","Comedy|Drama|Romance",3.66412433820831,19077,3,1995,"Comedy"
11,"American President, The (1995)","Comedy|Drama|Romance",3.66412433820831,19077,3,1995,"Drama"
11,"American President, The (1995)","Comedy|Drama|Romance",3.66412433820831,19077,3,1995,"Romance"
12,"Dracula: Dead and Loving It (1995)","Comedy|Horror",2.67086414048059,4328,2,1995,"Comedy"
12,"Dracula: Dead and Loving It (1995)","Comedy|Horror",2.67086414048059,4328,2,1995,"Horror"
13,"Balto (1995)","Adventure|Animation|Children",3.29763349514563,1648,3,1995,"Adventure"
13,"Balto (1995)","Adventure|Animation|Children",3.29763349514563,1648,3,1995,"Animation"
13,"Balto (1995)","Adventure|Animation|Children",3.29763349514563,1648,3,1995,"Children"
14,"Nixon (1995)","Drama",3.43133333333333,6750,1,1995,"Drama"
15,"Cutthroat Island (1995)","Action|Adventure|Romance",2.72827882391807,3027,3,1995,"Action"
15,"Cutthroat Island (1995)","Action|Adventure|Romance",2.72827882391807,3027,3,1995,"Adventure"
15,"Cutthroat Island (1995)","Action|Adventure|Romance",2.72827882391807,3027,3,1995,"Romance"
16,"Casino (1995)","Crime|Drama",3.78511264985531,19352,2,1995,"Crime"
16,"Casino (1995)","Crime|Drama",3.78511264985531,19352,2,1995,"Drama"
17,"Sense and Sensibility (1995)","Drama|Romance",3.95750021091707,23706,2,1995,"Drama"
17,"Sense and Sensibility (1995)","Drama|Romance",3.95750021091707,23706,2,1995,"Romance"
18,"Four Rooms (1995)","Comedy",3.40200657325722,5781,1,1995,"Comedy"
19,"Ace Ventura: When Nature Calls (1995)","Comedy",2.62263408663723,22877,1,1995,"Comedy"
20,"Money Train (1995)","Action|Comedy|Crime|Drama|Thriller",2.89926942661058,4517,5,1995,"Action"
20,"Money Train (1995)","Action|Comedy|Crime|Drama|Thriller",2.89926942661058,4517,5,1995,"Comedy"
20,"Money Train (1995)","Action|Comedy|Crime|Drama|Thriller",2.89926942661058,4517,5,1995,"Crime"
20,"Money Train (1995)","Action|Comedy|Crime|Drama|Thriller",2.89926942661058,4517,5,1995,"Drama"
20,"Money Train (1995)","Action|Comedy|Crime|Drama|Thriller",2.89926942661058,4517,5,1995,"Thriller"
21,"Get Shorty (1995)","Comedy|Crime|Thriller",3.57724434191162,25141,3,1995,"Comedy"
21,"Get Shorty (1995)","Comedy|Crime|Thriller",3.57724434191162,25141,3,1995,"Crime"
21,"Get Shorty (1995)","Comedy|Crime|Thriller",3.57724434191162,25141,3,1995,"Thriller"
22,"Copycat (1995)","Crime|Drama|Horror|Mystery|Thriller",3.30221956161356,10858,5,1995,"Crime"
22,"Copycat (1995)","Crime|Drama|Horror|Mystery|Thriller",3.30221956161356,10858,5,1995,"Drama"
22,"Copycat (1995)","Crime|Drama|Horror|Mystery|Thriller",3.30221956161356,10858,5,1995,"Horror"
22,"Copycat (1995)","Crime|Drama|Horror|Mystery|Thriller",3.30221956161356,10858,5,1995,"Mystery"
22,"Copycat (1995)","Crime|Drama|Horror|Mystery|Thriller",3.30221956161356,10858,5,1995,"Thriller"
23,"Assassins (1995)","Action|Crime|Thriller",3.16123813632442,4636,3,1995,"Action"
23,"Assassins (1995)","Action|Crime|Thriller",3.16123813632442,4636,3,1995,"Crime"
23,"Assassins (1995)","Action|Crime|Thriller",3.16123813632442,4636,3,1995,"Thriller"
24,"Powder (1995)","Drama|Sci-Fi",3.18342269883825,8952,2,1995,"Drama"
24,"Powder (1995)","Drama|Sci-Fi",3.18342269883825,8952,2,1995,"Sci-Fi"
25,"Leaving Las Vegas (1995)","Drama|Romance",3.67187306565427,24233,2,1995,"Drama"
25,"Leaving Las Vegas (1995)","Drama|Romance",3.67187306565427,24233,2,1995,"Romance"
26,"Othello (1995)","Drama",3.6200067136623,2979,1,1995,"Drama"
27,"Now and Then (1995)","Children|Drama",3.42249580302182,1787,2,1995,"Children"
27,"Now and Then (1995)","Children|Drama",3.42249580302182,1787,2,1995,"Drama"
28,"Persuasion (1995)","Drama|Romance",4.04829034193161,3334,2,1995,"Drama"
28,"Persuasion (1995)","Drama|Romance",4.04829034193161,3334,2,1995,"Romance"
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)","Adventure|Drama|Fantasy|Mystery|Sci-Fi",3.92342809711558,9638,5,1995,"Adventure"
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)","Adventure|Drama|Fantasy|Mystery|Sci-Fi",3.92342809711558,9638,5,1995,"Drama"
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)","Adventure|Drama|Fantasy|Mystery|Sci-Fi",3.92342809711558,9638,5,1995,"Fantasy"
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)","Adventure|Drama|Fantasy|Mystery|Sci-Fi",3.92342809711558,9638,5,1995,"Mystery"
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)","Adventure|Drama|Fantasy|Mystery|Sci-Fi",3.92342809711558,9638,5,1995,"Sci-Fi"
30,"Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)","Crime|Drama",3.64668652271035,1343,2,1995,"Crime"
30,"Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)","Crime|Drama",3.64668652271035,1343,2,1995,"Drama"
31,"Dangerous Minds (1995)","Drama",3.24253863918991,11258,1,1995,"Drama"
32,"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)","Mystery|Sci-Fi|Thriller",3.88652242953553,50380,3,1995,"Mystery"
32,"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)","Mystery|Sci-Fi|Thriller",3.88652242953553,50380,3,1995,"Sci-Fi"
32,"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)","Mystery|Sci-Fi|Thriller",3.88652242953553,50380,3,1995,"Thriller"
34,"Babe (1995)","Children|Drama",3.6377692534671,33890,2,1995,"Children"
34,"Babe (1995)","Children|Drama",3.6377692534671,33890,2,1995,"Drama"
35,"Carrington (1995)","Drama|Romance",3.50740025740026,1554,2,1995,"Drama"
35,"Carrington (1995)","Drama|Romance",3.50740025740026,1554,2,1995,"Romance"
36,"Dead Man Walking (1995)","Crime|Drama",3.9389139300279,23295,2,1995,"Crime"
36,"Dead Man Walking (1995)","Crime|Drama",3.9389139300279,23295,2,1995,"Drama"
38,"It Takes Two (1995)","Children|Comedy",2.87619808306709,626,2,1995,"Children"
38,"It Takes Two (1995)","Children|Comedy",2.87619808306709,626,2,1995,"Comedy"
39,"Clueless (1995)","Comedy|Romance",3.41218249889884,27244,2,1995,"Comedy"
39,"Clueless (1995)","Comedy|Romance",3.41218249889884,27244,2,1995,"Romance"
40,"Cry, the Beloved Country (1995)","Drama",3.65635005336179,937,1,1995,"Drama"
41,"Richard III (1995)","Drama|War",3.85323383084577,5025,2,1995,"Drama"
41,"Richard III (1995)","Drama|War",3.85323383084577,5025,2,1995,"War"
42,"Dead Presidents (1995)","Action|Crime|Drama",3.05296194586112,2549,3,1995,"Action"
42,"Dead Presidents (1995)","Action|Crime|Drama",3.05296194586112,2549,3,1995,"Crime"
42,"Dead Presidents (1995)","Action|Crime|Drama",3.05296194586112,2549,3,1995,"Drama"
43,"Restoration (1995)","Drama",3.47167300380228,2630,1,1995,"Drama"
44,"Mortal Kombat (1995)","Action|Adventure|Fantasy",2.62409383399853,12277,3,1995,"Action"
44,"Mortal Kombat (1995)","Action|Adventure|Fantasy",2.62409383399853,12277,3,1995,"Adventure"
44,"Mortal Kombat (1995)","Action|Adventure|Fantasy",2.62409383399853,12277,3,1995,"Fantasy"
45,"To Die For (1995)","Comedy|Drama|Thriller",3.37481497145274,9458,3,1995,"Comedy"
45,"To Die For (1995)","Comedy|Drama|Thriller",3.37481497145274,9458,3,1995,"Drama"
45,"To Die For (1995)","Comedy|Drama|Thriller",3.37481497145274,9458,3,1995,"Thriller"
46,"How to Make an American Quilt (1995)","Drama|Romance",3.27263094156827,3303,2,1995,"Drama"
46,"How to Make an American Quilt (1995)","Drama|Romance",3.27263094156827,3303,2,1995,"Romance"
47,"Seven (a.k.a. Se7en) (1995)","Mystery|Thriller",4.06272307369305,47630,2,1995,"Mystery"
47,"Seven (a.k.a. Se7en) (1995)","Mystery|Thriller",4.06272307369305,47630,2,1995,"Thriller"
48,"Pocahontas (1995)","Animation|Children|Drama|Musical|Romance",2.93994943109987,15029,5,1995,"Animation"
48,"Pocahontas (1995)","Animation|Children|Drama|Musical|Romance",2.93994943109987,15029,5,1995,"Children"
48,"Pocahontas (1995)","Animation|Children|Drama|Musical|Romance",2.93994943109987,15029,5,1995,"Drama"
48,"Pocahontas (1995)","Animation|Children|Drama|Musical|Romance",2.93994943109987,15029,5,1995,"Musical"
48,"Pocahontas (1995)","Animation|Children|Drama|Musical|Romance",2.93994943109987,15029,5,1995,"Romance"
49,"When Night Is Falling (1995)","Drama|Romance",3.56719367588933,253,2,1995,"Drama"
49,"When Night Is Falling (1995)","Drama|Romance",3.56719367588933,253,2,1995,"Romance"
50,"Usual Suspects, The (1995)","Crime|Mystery|Thriller",4.31898674687471,53195,3,1995,"Crime"
50,"Usual Suspects, The (1995)","Crime|Mystery|Thriller",4.31898674687471,53195,3,1995,"Mystery"
50,"Usual Suspects, The (1995)","Crime|Mystery|Thriller",4.31898674687471,53195,3,1995,"Thriller"
52,"Mighty Aphrodite (1995)","Comedy|Drama|Romance",3.53838630806846,10225,3,1995,"Comedy"
52,"Mighty Aphrodite (1995)","Comedy|Drama|Romance",3.53838630806846,10225,3,1995,"Drama"
52,"Mighty Aphrodite (1995)","Comedy|Drama|Romance",3.53838630806846,10225,3,1995,"Romance"
53,"Lamerica (1994)","Adventure|Drama",3.69426751592357,157,2,1994,"Adventure"
53,"Lamerica (1994)","Adventure|Drama",3.69426751592357,157,2,1994,"Drama"
54,"Big Green, The (1995)","Children|Comedy",2.86676499508358,1017,2,1995,"Children"
54,"Big Green, The (1995)","Children|Comedy",2.86676499508358,1017,2,1995,"Comedy"
55,"Georgia (1995)","Drama",3.23188405797101,966,1,1995,"Drama"
57,"Home for the Holidays (1995)","Drama",3.32663720369626,2489,1,1995,"Drama"
58,"Postman, The (Postino, Il) (1994)","Comedy|Drama|Romance",3.96807869149016,13267,3,1994,"Comedy"
58,"Postman, The (Postino, Il) (1994)","Comedy|Drama|Romance",3.96807869149016,13267,3,1994,"Drama"
58,"Postman, The (Postino, Il) (1994)","Comedy|Drama|Romance",3.96807869149016,13267,3,1994,"Romance"
59,"Confessional, The (Confessionnal, Le) (1995)","Drama|Mystery",3.5975,200,2,1995,"Drama"
59,"Confessional, The (Confessionnal, Le) (1995)","Drama|Mystery",3.5975,200,2,1995,"Mystery"
60,"Indian in the Cupboard, The (1995)","Adventure|Children|Fantasy",3.07724241186879,7347,3,1995,"Adventure"
60,"Indian in the Cupboard, The (1995)","Adventure|Children|Fantasy",3.07724241186879,7347,3,1995,"Children"
60,"Indian in the Cupboard, The (1995)","Adventure|Children|Fantasy",3.07724241186879,7347,3,1995,"Fantasy"
